Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
AWs Stainguard Harvest Heathers 95 (3 M),CA45948ASS-93358,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  95 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 95 (4 M),CA45948ASS-B3BE0,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  95  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 95 (5 M),CA45948ASS-42220,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  95  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 98 (3 M),CA45948ASS-0514A,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  98 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 98 (4 M),CA45948ASS-388E7,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  98  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 98 (5 M),CA45948ASS-9486D,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  98  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 99 (3 M),CA45948ASS-2C825,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  99 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 99 (4 M),CA45948ASS-F22FE,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  99  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainguard Harvest Heathers 99 (5 M),CA45948ASS-42405,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Stainguard Harvest Heathers  99  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 03 (3 M),CA49504ASS-B306B,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation 03 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 03 (4 M),CA49504ASS-3316D,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation 03  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 03 (5 M),CA49504ASS-4A2E0,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation 03  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 07 (3 M),CA49504ASS-0CD79,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  07 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 07 (4 M),CA49504ASS-C829D,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  07  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 07 (5 M),CA49504ASS-9AB6D,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  07  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 09 (3 M),CA49504ASS-4DEC9,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  09 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 09 (4 M),CA49504ASS-1CBD2,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  09  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 09 (5 M),CA49504ASS-41766,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  09  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 30 (3 M),CA49504ASS-BBCBB,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  30 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 30 (4 M),CA49504ASS-79816,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  30  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 30 (5 M),CA49504ASS-9A3D6,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  30  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 32 (3 M),CA49504ASS-CB4DD,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  32 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 32 (4 M),CA49504ASS-91412,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  32  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 32 (5 M),CA49504ASS-4551B,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  32  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 34 (3 M),CA49504ASS-25A5E,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  34 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 34 (4 M),CA49504ASS-640BA,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  34  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 34 (5 M),CA49504ASS-35139,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  34  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 35 (3 M),CA49504ASS-8ADA6,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  35 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 35 (4 M),CA49504ASS-1A116,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  35  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 35 (5 M),CA49504ASS-90AF7,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  35  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 39 (3 M),CA49504ASS-B0C68,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  39 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 39 (4 M),CA49504ASS-BC623,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  39  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 39 (5 M),CA49504ASS-86CF2,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  39  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 46 (3 M),CA49504ASS-07FD8,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  46 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 46 (4 M),CA49504ASS-6F946,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  46  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 46 (5 M),CA49504ASS-F8B5F,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  46  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 47 (3 M),CA49504ASS-7ED28,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  47 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 47 (4 M),CA49504ASS-16254,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  47  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 47 (5 M),CA49504ASS-6E75D,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  47  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 59 (3 M),CA49504ASS-62080,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  59 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 59 (4 M),CA49504ASS-C2548,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  59  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 59 (5 M),CA49504ASS-EDD6B,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  59  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 72 (3 M),CA49504ASS-F5354,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  72 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 72 (4 M),CA49504ASS-B19DC,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  72  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 72 (5 M),CA49504ASS-75D2A,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  72  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 90 (3 M),CA49504ASS-437AA,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  90 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 90 (4 M),CA49504ASS-6F2C7,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  90  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 90 (5 M),CA49504ASS-71EF3,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  90  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 91 (3 M),CA49504ASS-FA5B7,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  91 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 91 (4 M),CA49504ASS-B7015,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  91  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 91 (5 M),CA49504ASS-95BA2,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  91  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 94 (3 M),CA49504ASS-CCE63,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  94 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 94 (4 M),CA49504ASS-5959D,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  94  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 94 (5 M),CA49504ASS-92954,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  94  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 96 (3 M),CA49504ASS-4B1A6,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  96 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 96 (4 M),CA49504ASS-F03AC,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  96  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 96 (5 M),CA49504ASS-AB710,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  96  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 03 (4 M),CA76864ASS-3316D,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only] 03 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 03 (5 M),CA76864ASS-4A2E0,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only] 03  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 07 (4 M),CA76864ASS-C829D,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  07 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 07 (5 M),CA76864ASS-9AB6D,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  07  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 09 (4 M),CA76864ASS-1CBD2,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  09 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 09 (5 M),CA76864ASS-41766,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  09  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 30 (4 M),CA76864ASS-79816,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  30 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 30 (5 M),CA76864ASS-9A3D6,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  30  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 32 (4 M),CA76864ASS-91412,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  32 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 32 (5 M),CA76864ASS-4551B,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  32  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 34 (4 M),CA76864ASS-640BA,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  34 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 34 (5 M),CA76864ASS-35139,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  34  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 35 (4 M),CA76864ASS-1A116,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  35 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 35 (5 M),CA76864ASS-90AF7,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  35  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 39 (4 M),CA76864ASS-BC623,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  39 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 39 (5 M),CA76864ASS-86CF2,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  39  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 45 (4 M),CA76864ASS-14019,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  45 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 45 (5 M),CA76864ASS-B02B7,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  45  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 46 (4 M),CA76864ASS-6F946,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  46 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 46 (5 M),CA76864ASS-F8B5F,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  46  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 47 (4 M),CA76864ASS-16254,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  47 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
